LET THE FIGHT BEGIN!

--------------------------------------------------

--------------------------------------------------
Tournament Careful vs. Random finished. 
Player tournament scores: 
| Careful | Random |
| 1925.21 | 901.22 |

Tournament summary:
| Careful    | Random     | A | B | C |
| B/0.00 pts | B/0.00 pts | 1 | 1 | 1 |
| B/2.31 pts | C/2.31 pts | 2 | 0 | 0 |
| A/0.00 pts | A/0.00 pts | 1 | 1 | 1 |
| A/2.31 pts | B/2.31 pts | 0 | 0 | 2 |
| C/0.00 pts | C/0.00 pts | 1 | 1 | 1 |
| C/2.31 pts | A/2.31 pts | 0 | 2 | 0 |
| B/0.00 pts | B/0.00 pts | 1 | 1 | 1 |
| B/2.31 pts | C/2.31 pts | 2 | 0 | 0 |
| A/0.00 pts | A/0.00 pts | 1 | 1 | 1 |
| A/2.31 pts | B/2.31 pts | 0 | 0 | 2 |
| C/0.00 pts | C/0.00 pts | 1 | 1 | 1 |
| C/2.31 pts | A/2.31 pts | 0 | 2 | 0 |
| B/0.00 pts | B/0.00 pts | 1 | 1 | 1 |
| B/2.31 pts | C/2.31 pts | 2 | 0 | 0 |
| A/0.00 pts | A/0.00 pts | 1 | 1 | 1 |
| A/2.31 pts | B/2.31 pts | 0 | 0 | 2 |
| C/0.00 pts | C/0.00 pts | 1 | 1 | 1 |

--------------------------------------------------

--------------------------------------------------
Tournament Careful vs. Random direction finished. 
Player tournament scores: 
| Careful | Random direction |
| 1610.55 | 799.15           |

Tournament summary:
| Careful    | Random direction | A | B | C |
| C/2.31 pts | A/2.31 pts       | 0 | 2 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 2 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 1 | 1 | 1 |
| A/2.31 pts | C/2.31 pts       | 0 | 2 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 2 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 1 | 1 | 1 |
| A/2.31 pts | B/2.31 pts       | 0 | 0 | 2 |
| C/3.81 pts | B/0.00 pts       | 1 | 0 | 1 |
| C/2.31 pts | A/2.31 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 2 |
| C/3.81 pts | B/2.31 pts       | 1 | 0 | 1 |
| C/2.31 pts | B/0.00 pts       | 2 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 1 | 1 | 1 |
| A/2.31 pts | B/2.31 pts       | 0 | 0 | 2 |
| C/0.00 pts | C/0.00 pts       | 1 | 1 | 1 |
| C/2.31 pts | A/2.31 pts       | 0 | 2 | 0 |
| B/3.81 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/2.31 pts | A/0.00 pts       | 0 | 0 | 2 |
| C/3.81 pts | A/0.00 pts       | 0 | 1 | 1 |
| C/2.31 pts | A/0.00 pts       | 0 | 2 | 0 |
| B/3.81 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 1 | 0 | 0 |
| A/2.31 pts | C/0.00 pts       | 0 | 1 | 0 |
| B/2.31 pts | C/0.00 pts       | 1 | 0 | 0 |
| A/2.31 pts | C/0.00 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/2.31 pts | C/2.31 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 2 |
| C/0.00 pts | C/0.00 pts       | 1 | 2 | 1 |
| C/2.31 pts | A/2.31 pts       | 0 | 3 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 2 | 1 |
| B/3.81 pts | A/2.31 pts       | 0 | 1 | 2 |
| B/2.31 pts | C/3.81 pts       | 1 | 0 | 1 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 2 |
| C/3.81 pts | B/2.31 pts       | 1 | 0 | 1 |
| C/2.31 pts | A/2.31 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 2 |
| C/0.00 pts | C/0.00 pts       | 1 | 2 | 1 |
| C/2.31 pts | A/2.31 pts       | 0 | 3 | 0 |
| B/4.53 pts | A/0.00 pts       | 0 | 2 | 1 |
| B/3.81 pts | C/2.31 pts       | 1 | 1 | 0 |
| B/2.31 pts | A/2.31 pts       | 0 | 0 | 1 |
| C/0.00 pts | C/0.00 pts       | 1 | 1 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 2 | 1 |
| B/3.81 pts | C/2.31 pts       | 1 | 1 | 0 |
| B/2.31 pts | C/0.00 pts       | 2 | 0 | 0 |
| A/3.81 pts | C/0.00 pts       | 1 | 1 | 0 |
| A/2.31 pts | C/0.00 pts       | 0 | 2 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 2 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 1 | 1 | 1 |
| A/2.31 pts | B/2.31 pts       | 0 | 0 | 2 |
| C/3.81 pts | B/0.00 pts       | 1 | 0 | 1 |
| C/2.31 pts | A/2.31 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 2 |
| C/3.81 pts | B/2.31 pts       | 1 | 0 | 1 |
| C/2.31 pts | B/0.00 pts       | 2 | 0 | 0 |
| A/3.81 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/2.31 pts | C/2.31 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/2.31 pts | C/2.31 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 2 |
| C/3.81 pts | B/2.31 pts       | 1 | 0 | 1 |
| C/2.31 pts | A/2.31 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 2 |
| C/0.00 pts | C/0.00 pts       | 1 | 2 | 1 |
| C/2.31 pts | B/3.81 pts       | 2 | 1 | 0 |
| A/0.00 pts | A/0.00 pts       | 1 | 2 | 1 |
| A/2.31 pts | C/2.31 pts       | 0 | 3 | 0 |
| B/4.53 pts | C/0.00 pts       | 1 | 2 | 0 |
| B/3.81 pts | A/2.31 pts       | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 2 |
| C/0.00 pts | C/0.00 pts       | 2 | 1 | 1 |
| C/2.31 pts | B/2.31 pts       | 3 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 2 | 1 | 1 |
| A/3.81 pts | B/2.31 pts       | 1 | 0 | 2 |
| A/2.31 pts | C/3.81 pts       | 0 | 1 | 1 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 2 |
| C/0.00 pts | C/0.00 pts       | 2 | 1 | 1 |
| C/2.31 pts | A/3.81 pts       | 1 | 2 | 0 |
| B/3.81 pts | A/2.31 pts       | 0 | 1 | 1 |
| B/2.31 pts | A/0.00 pts       | 0 | 0 | 2 |
| C/3.81 pts | A/0.00 pts       | 0 | 1 | 1 |
| C/2.31 pts | B/2.31 pts       | 1 | 0 | 0 |
| A/2.31 pts | B/0.00 pts       | 0 | 0 | 1 |
| C/2.31 pts | B/0.00 pts       | 1 | 0 | 0 |
| A/2.31 pts | B/0.00 pts       | 0 | 0 | 1 |
| C/2.31 pts | B/0.00 pts       | 1 | 0 | 0 |
| A/2.31 pts | B/0.00 pts       | 0 | 0 | 1 |
| C/0.00 pts | C/0.00 pts       | 1 | 1 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 2 | 1 |
| B/0.00 pts | B/0.00 pts       | 1 | 1 | 2 |
| B/2.31 pts | A/2.31 pts       | 0 | 0 | 3 |
| C/4.53 pts | A/0.00 pts       | 0 | 1 | 2 |
| C/3.81 pts | B/2.31 pts       | 1 | 0 | 1 |
| C/2.31 pts | B/0.00 pts       | 2 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 1 | 1 | 1 |
| A/2.31 pts | B/2.31 pts       | 0 | 0 | 2 |
| C/3.81 pts | B/0.00 pts       | 1 | 0 | 1 |
| C/2.31 pts | B/0.00 pts       | 2 | 0 | 0 |
| A/3.81 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/2.31 pts | C/2.31 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/2.31 pts | C/2.31 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/2.31 pts | C/2.31 pts       | 0 | 1 | 0 |
| B/2.31 pts | C/0.00 pts       | 1 | 0 | 0 |
| A/2.31 pts | C/0.00 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 2 |
| C/0.00 pts | C/0.00 pts       | 1 | 2 | 1 |
| C/2.31 pts | A/2.31 pts       | 0 | 3 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 2 | 1 |
| B/3.81 pts | C/2.31 pts       | 2 | 1 | 0 |
| B/2.31 pts | A/3.81 pts       | 1 | 0 | 1 |
| A/2.31 pts | C/2.31 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/2.31 pts | C/2.31 pts       | 0 | 1 | 0 |
| B/2.31 pts | C/0.00 pts       | 1 | 0 | 0 |
| A/2.31 pts | C/0.00 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 2 |
| C/3.81 pts | B/2.31 pts       | 1 | 0 | 1 |
| C/2.31 pts | B/0.00 pts       | 2 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 1 | 1 | 1 |
| A/2.31 pts | B/2.31 pts       | 0 | 0 | 2 |
| C/3.81 pts | B/0.00 pts       | 1 | 0 | 1 |
| C/2.31 pts | A/2.31 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/2.31 pts | C/2.31 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/2.31 pts | C/2.31 pts       | 0 | 1 | 0 |
| B/2.31 pts | C/0.00 pts       | 1 | 0 | 0 |
| A/2.31 pts | C/0.00 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/2.31 pts | C/2.31 pts       | 0 | 1 | 0 |
| B/2.31 pts | C/0.00 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 2 |
| C/0.00 pts | C/0.00 pts       | 2 | 1 | 1 |
| C/2.31 pts | B/2.31 pts       | 3 | 0 | 0 |
| A/4.53 pts | B/0.00 pts       | 2 | 0 | 1 |
| A/3.81 pts | B/0.00 pts       | 1 | 0 | 2 |
| A/2.31 pts | B/0.00 pts       | 0 | 0 | 3 |
| C/0.00 pts | C/0.00 pts       | 1 | 1 | 2 |
| C/3.81 pts | A/2.31 pts       | 0 | 2 | 1 |
| C/2.31 pts | A/0.00 pts       | 0 | 3 | 0 |
| B/4.53 pts | A/0.00 pts       | 0 | 2 | 1 |
| B/3.81 pts | C/2.31 pts       | 1 | 1 | 0 |
| B/2.31 pts | C/0.00 pts       | 2 | 0 | 0 |
| A/3.81 pts | C/0.00 pts       | 1 | 1 | 0 |
| A/2.31 pts | C/0.00 pts       | 0 | 2 | 0 |
| B/3.81 pts | C/0.00 pts       | 1 | 1 | 0 |
| B/2.31 pts | C/0.00 pts       | 2 | 0 | 0 |
| A/3.81 pts | C/0.00 pts       | 1 | 1 | 0 |
| A/2.31 pts | B/2.31 pts       | 0 | 0 | 1 |
| C/0.00 pts | C/0.00 pts       | 1 | 1 | 0 |
| A/2.31 pts | B/2.31 pts       | 0 | 0 | 1 |
| C/0.00 pts | C/0.00 pts       | 1 | 1 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 2 | 1 |
| B/0.00 pts | B/0.00 pts       | 1 | 1 | 2 |
| B/2.31 pts | C/3.81 pts       | 2 | 0 | 1 |
| A/0.00 pts | A/0.00 pts       | 1 | 1 | 2 |
| A/2.31 pts | B/2.31 pts       | 0 | 0 | 3 |
| C/4.53 pts | B/0.00 pts       | 1 | 0 | 2 |
| C/3.81 pts | B/0.00 pts       | 2 | 0 | 1 |
| C/2.31 pts | A/3.81 pts       | 1 | 1 | 0 |
| A/2.31 pts | B/2.31 pts       | 0 | 0 | 1 |
| C/2.31 pts | B/0.00 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 2 |
| C/3.81 pts | A/2.31 pts       | 0 | 1 | 1 |
| C/2.31 pts | B/2.31 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 1 | 0 | 0 |
| A/2.31 pts | C/0.00 pts       | 0 | 1 | 0 |
| B/2.31 pts | C/0.00 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 2 |
| C/0.00 pts | C/0.00 pts       | 2 | 1 | 1 |
| C/2.31 pts | A/3.81 pts       | 1 | 2 | 0 |
| B/3.81 pts | A/2.31 pts       | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 1 | 0 | 0 |
| A/2.31 pts | C/0.00 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/2.31 pts | C/2.31 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 2 |
| C/0.00 pts | C/0.00 pts       | 1 | 2 | 1 |
| C/2.31 pts | A/2.31 pts       | 0 | 3 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 2 | 1 |
| B/3.81 pts | C/2.31 pts       | 2 | 1 | 0 |
| B/2.31 pts | A/3.81 pts       | 1 | 0 | 1 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 2 |
| C/3.81 pts | B/2.31 pts       | 1 | 0 | 1 |
| C/2.31 pts | B/0.00 pts       | 2 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 1 | 1 | 1 |
| A/2.31 pts | C/2.31 pts       | 0 | 2 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 1 | 1 |
| B/2.31 pts | A/2.31 pts       | 0 | 0 | 2 |
| C/3.81 pts | A/0.00 pts       | 0 | 1 | 1 |
| C/2.31 pts | B/2.31 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 1 | 0 | 0 |
| A/2.31 pts | C/0.00 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/2.31 pts | C/2.31 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 2 |
| C/3.81 pts | B/2.31 pts       | 1 | 0 | 1 |
| C/2.31 pts | B/0.00 pts       | 2 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 1 | 1 | 1 |
| A/2.31 pts | B/2.31 pts       | 0 | 0 | 2 |
| C/3.81 pts | B/0.00 pts       | 1 | 0 | 1 |
| C/2.31 pts | B/0.00 pts       | 2 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 1 | 1 | 1 |
| A/2.31 pts | C/2.31 pts       | 0 | 2 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 2 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 1 | 1 | 1 |
| A/2.31 pts | B/2.31 pts       | 0 | 0 | 2 |
| C/3.81 pts | B/0.00 pts       | 1 | 0 | 1 |
| C/2.31 pts | B/0.00 pts       | 2 | 0 | 0 |
| A/3.81 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/2.31 pts | B/0.00 pts       | 0 | 0 | 2 |
| C/3.81 pts | B/0.00 pts       | 1 | 0 | 1 |
| C/2.31 pts | A/2.31 pts       | 0 | 1 | 0 |
| B/2.31 pts | A/0.00 pts       | 0 | 0 | 1 |
| C/2.31 pts | A/0.00 pts       | 0 | 1 | 0 |
| B/2.31 pts | A/0.00 pts       | 0 | 0 | 1 |
| C/2.31 pts | A/0.00 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/2.31 pts | C/2.31 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 2 |
| C/0.00 pts | C/0.00 pts       | 1 | 2 | 1 |
| C/2.31 pts | A/2.31 pts       | 0 | 3 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 2 | 1 |
| B/3.81 pts | C/2.31 pts       | 2 | 1 | 0 |
| B/2.31 pts | A/3.81 pts       | 1 | 0 | 1 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 2 |
| C/0.00 pts | C/0.00 pts       | 1 | 2 | 1 |
| C/2.31 pts | A/2.31 pts       | 0 | 3 | 0 |
| B/4.53 pts | A/0.00 pts       | 0 | 2 | 1 |
| B/3.81 pts | A/0.00 pts       | 0 | 1 | 2 |
| B/2.31 pts | A/0.00 pts       | 0 | 0 | 3 |
| C/4.53 pts | A/0.00 pts       | 0 | 1 | 2 |
| C/3.81 pts | A/0.00 pts       | 0 | 2 | 1 |
| C/2.31 pts | B/3.81 pts       | 1 | 1 | 0 |
| A/2.31 pts | B/2.31 pts       | 0 | 0 | 1 |
| C/0.00 pts | C/0.00 pts       | 1 | 1 | 0 |
| A/2.31 pts | B/2.31 pts       | 0 | 0 | 1 |
| C/2.31 pts | B/0.00 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 1 | 0 | 0 |
| A/2.31 pts | C/0.00 pts       | 0 | 1 | 0 |
| B/2.31 pts | C/0.00 pts       | 1 | 0 | 0 |
| A/2.31 pts | C/0.00 pts       | 0 | 1 | 0 |
| B/2.31 pts | C/0.00 pts       | 1 | 0 | 0 |
| A/2.31 pts | C/0.00 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/2.31 pts | C/2.31 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/2.31 pts | C/2.31 pts       | 0 | 1 | 0 |
| B/2.31 pts | C/0.00 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 2 |
| C/0.00 pts | C/0.00 pts       | 2 | 1 | 1 |
| C/2.31 pts | A/3.81 pts       | 1 | 2 | 0 |
| B/0.00 pts | B/0.00 pts       | 2 | 1 | 1 |
| B/2.31 pts | A/3.81 pts       | 1 | 0 | 2 |
| C/3.81 pts | A/2.31 pts       | 0 | 1 | 1 |
| C/2.31 pts | B/2.31 pts       | 1 | 0 | 0 |
| A/2.31 pts | B/0.00 pts       | 0 | 0 | 1 |
| C/0.00 pts | C/0.00 pts       | 1 | 1 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 2 | 1 |
| B/3.81 pts | C/2.31 pts       | 1 | 1 | 0 |
| B/2.31 pts | C/0.00 pts       | 2 | 0 | 0 |
| A/3.81 pts | C/0.00 pts       | 1 | 1 | 0 |
| A/2.31 pts | B/2.31 pts       | 0 | 0 | 1 |
| C/0.00 pts | C/0.00 pts       | 1 | 1 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 2 | 1 |
| B/3.81 pts | C/2.31 pts       | 1 | 1 | 0 |
| B/2.31 pts | C/0.00 pts       | 2 | 0 | 0 |
| A/3.81 pts | C/0.00 pts       | 1 | 1 | 0 |
| A/2.31 pts | B/2.31 pts       | 0 | 0 | 1 |
| C/2.31 pts | B/0.00 pts       | 1 | 0 | 0 |
| A/2.31 pts | B/0.00 pts       | 0 | 0 | 1 |
| C/0.00 pts | C/0.00 pts       | 1 | 1 | 0 |
| A/2.31 pts | B/2.31 pts       | 0 | 0 | 1 |
| C/2.31 pts | B/0.00 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 2 |
| C/0.00 pts | C/0.00 pts       | 2 | 1 | 1 |
| C/2.31 pts | B/2.31 pts       | 3 | 0 | 0 |
| A/4.53 pts | B/0.00 pts       | 2 | 0 | 1 |
| A/3.81 pts | C/2.31 pts       | 1 | 1 | 0 |
| A/2.31 pts | C/0.00 pts       | 0 | 2 | 0 |
| B/3.81 pts | C/0.00 pts       | 1 | 1 | 0 |
| B/2.31 pts | A/2.31 pts       | 0 | 0 | 1 |
| C/2.31 pts | A/0.00 pts       | 0 | 1 | 0 |
| B/2.31 pts | A/0.00 pts       | 0 | 0 | 1 |
| C/2.31 pts | A/0.00 pts       | 0 | 1 | 0 |
| B/2.31 pts | A/0.00 pts       | 0 | 0 | 1 |
| C/2.31 pts | A/0.00 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 2 |
| C/0.00 pts | C/0.00 pts       | 1 | 2 | 1 |
| C/2.31 pts | B/3.81 pts       | 2 | 1 | 0 |
| A/3.81 pts | B/2.31 pts       | 1 | 0 | 1 |
| A/2.31 pts | B/0.00 pts       | 0 | 0 | 2 |
| C/3.81 pts | B/0.00 pts       | 1 | 0 | 1 |
| C/2.31 pts | A/2.31 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 2 |
| C/0.00 pts | C/0.00 pts       | 1 | 2 | 1 |
| C/2.31 pts | B/3.81 pts       | 2 | 1 | 0 |
| A/3.81 pts | B/2.31 pts       | 1 | 0 | 1 |
| A/2.31 pts | C/2.31 pts       | 0 | 1 | 0 |
| B/2.31 pts | C/0.00 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 2 |
| C/3.81 pts | A/2.31 pts       | 0 | 1 | 1 |
| C/2.31 pts | B/2.31 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 2 |
| C/3.81 pts | A/2.31 pts       | 0 | 1 | 1 |
| C/2.31 pts | B/2.31 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 2 |
| C/3.81 pts | A/2.31 pts       | 0 | 1 | 1 |
| C/2.31 pts | A/0.00 pts       | 0 | 2 | 0 |
| B/3.81 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/2.31 pts | A/0.00 pts       | 0 | 0 | 2 |
| C/3.81 pts | A/0.00 pts       | 0 | 1 | 1 |
| C/2.31 pts | A/0.00 pts       | 0 | 2 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 2 | 0 | 0 |
| A/3.81 pts | C/0.00 pts       | 1 | 1 | 0 |
| A/2.31 pts | B/2.31 pts       | 0 | 0 | 1 |
| C/2.31 pts | B/0.00 pts       | 1 | 0 | 0 |
| A/2.31 pts | B/0.00 pts       | 0 | 0 | 1 |
| C/2.31 pts | B/0.00 pts       | 1 | 0 | 0 |
| A/2.31 pts | B/0.00 pts       | 0 | 0 | 1 |
| C/2.31 pts | B/0.00 pts       | 1 | 0 | 0 |
| A/2.31 pts | B/0.00 pts       | 0 | 0 | 1 |
| C/2.31 pts | B/0.00 pts       | 1 | 0 | 0 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 1 |
| B/2.31 pts | C/2.31 pts       | 1 | 0 | 0 |
| A/2.31 pts | C/0.00 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 2 |
| C/0.00 pts | C/0.00 pts       | 1 | 2 | 1 |
| C/2.31 pts | B/3.81 pts       | 2 | 1 | 0 |
| A/3.81 pts | B/2.31 pts       | 1 | 0 | 1 |
| A/2.31 pts | C/2.31 pts       | 0 | 1 | 0 |
| B/0.00 pts | B/0.00 pts       | 1 | 0 | 1 |
| A/0.00 pts | A/0.00 pts       | 0 | 1 | 2 |
| C/0.00 pts | C/0.00 pts       | 1 | 2 | 1 |
| C/2.31 pts | B/3.81 pts       | 2 | 1 | 0 |
| A/3.81 pts | B/2.31 pts       | 1 | 0 | 1 |
